,fight_id,round,FT_blue,SMA_blue,SUL_blue,GRC_blue,SGHL_blue,SSA_blue,KDL_blue,SGBA_blue,ST_blue,SGHA_blue,KOL_blue,TDL_blue,SGBL_blue,RVL_blue,SGA_blue,SSHL_blue,SSBA_blue,SSBL_blue,TDA_blue,SML_blue,SSHA_blue,FT_red,SMA_red,SUL_red,GRC_red,SGHL_red,SSA_red,KDL_red,SGBA_red,ST_red,SGHA_red,KOL_red,TDL_red,SGBL_red,RVL_red,SGA_red,SSHL_red,SSBA_red,SSBL_red,TDA_red,SML_red,SSHA_red,blue,red
4,11987,2,0,0,1,0,0,40,0,0,257,0,0,0,0,0,0,6,13,9,0,0,24,0,0,0,43,5,44,1,0,257,8,0,0,0,0,8,11,4,4,0,0,39,3078,2896
5,11987,3,0,0,0,0,0,47,0,0,265,0,0,0,0,0,0,8,25,21,0,0,21,0,0,0,0,0,61,0,0,265,0,0,0,0,0,0,33,4,4,2,0,55,3078,2896
0,9490,1,0,0,0,0,0,35,0,0,300,0,0,0,0,0,0,10,10,7,0,0,18,0,0,0,0,0,41,0,0,300,0,0,0,0,0,0,9,8,7,0,0,28,3078,3429
1,9490,2,0,0,0,0,0,59,0,0,300,0,0,0,0,0,0,14,17,13,0,0,38,0,0,0,0,0,50,0,0,300,0,0,0,0,0,0,8,13,8,1,0,30,3078,3429
2,9490,3,0,0,1,0,0,29,0,0,126,0,1,0,0,0,0,12,3,2,0,0,22,0,0,0,12,0,24,0,0,126,0,0,1,0,0,0,6,5,5,3,0,14,3078,3429
0,10822,1,2,0,0,0,0,27,0,0,298,0,0,0,0,0,0,4,14,10,0,0,11,2,0,0,2,0,34,0,0,298,0,0,0,0,0,0,7,5,2,3,0,25,3078,3598
1,10822,2,34,0,1,0,0,5,0,0,89,0,0,0,0,0,0,0,2,2,0,0,3,34,0,0,34,2,2,0,0,89,4,0,1,0,0,4,2,0,0,3,0,2,3078,3598
0,9219,1,46,1,0,46,0,1,0,0,16,0,0,1,0,0,0,1,0,0,2,1,1,46,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3598,545
0,9579,1,29,0,0,27,0,30,0,0,271,1,0,3,0,0,1,7,5,4,3,0,22,29,0,3,0,0,56,0,0,271,0,0,0,0,0,0,7,13,5,0,0,34,3598,2208
1,9579,2,36,0,0,36,1,24,0,1,170,1,0,1,1,0,3,7,1,0,4,0,22,36,0,1,0,0,45,0,0,170,0,0,0,0,0,0,11,10,7,0,0,35,3598,2208
0,10424,1,24,0,1,96,1,13,0,0,130,1,0,2,0,0,1,3,1,0,2,0,7,24,0,2,24,1,30,1,0,130,1,0,0,0,0,1,7,7,4,0,0,23,3598,3072
1,10424,2,8,0,0,95,2,15,0,0,197,2,0,1,0,0,2,5,2,2,3,0,9,8,0,1,8,1,47,0,0,197,1,0,0,0,0,1,10,8,4,0,0,36,3598,3072
2,10424,3,0,0,0,61,3,6,0,0,129,5,0,1,0,0,5,4,0,0,7,0,6,0,0,1,0,1,17,0,0,129,1,0,0,0,0,1,3,7,6,1,0,10,3598,3072
0,9909,1,7,0,1,2,1,18,0,0,247,1,0,0,0,0,1,5,4,2,4,0,12,7,0,0,44,0,37,0,0,247,0,0,1,0,0,0,3,9,7,3,0,21,3598,3269
1,9909,2,26,0,0,10,2,36,0,0,274,2,0,0,0,0,2,11,3,3,1,0,31,26,0,0,0,1,63,0,0,274,1,0,0,0,0,1,6,12,9,2,0,46,3598,3269
2,9909,3,27,0,0,22,0,33,0,0,273,0,0,2,0,0,0,19,1,1,6,0,31,27,0,2,0,0,45,0,0,273,0,0,0,0,0,0,11,9,8,2,0,33,3598,3269
3,9909,4,80,0,1,80,0,23,0,0,196,0,0,2,0,0,0,12,2,1,5,0,21,80,0,2,24,1,46,1,0,196,1,0,0,0,0,1,8,9,7,0,0,37,3598,3269
4,9909,5,54,0,0,54,1,24,0,0,217,1,0,2,0,0,1,17,2,2,5,0,22,54,0,2,29,1,50,0,1,217,3,0,0,1,0,4,12,8,7,1,0,40,3598,3269
0,6760,1,0,0,0,30,2,59,1,0,271,3,0,0,0,0,3,9,6,2,0,0,40,0,0,1,0,0,48,0,0,271,0,0,0,0,0,2,11,1,0,0,0,46,545,778
1,6760,2,0,0,0,18,0,91,2,0,283,0,0,0,0,0,0,10,2,1,0,0,74,0,0,2,0,0,51,0,0,283,1,0,0,0,0,1,10,3,1,0,0,48,545,778
2,6760,3,0,0,0,32,7,89,2,1,267,7,0,0,1,0,8,25,9,7,0,0,73,0,0,2,0,0,27,0,0,267,0,0,0,0,0,0,6,0,0,0,0,27,545,778
0,7249,1,0,0,0,0,0,60,0,0,237,0,0,0,0,0,0,16,3,2,0,0,55,0,0,0,24,11,42,1,1,237,20,1,0,1,0,21,10,2,2,0,0,35,545,1052
0,5729,1,0,0,0,0,0,25,0,0,229,0,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,0,29,0,0,229,0,0,0,0,0,0,9,8,4,0,0,19,545,1936
1,5729,2,0,0,0,0,0,26,0,0,202,0,0,0,0,0,0,2,6,4,5,0,14,0,0,0,0,0,31,0,0,202,0,0,0,0,0,0,10,5,5,0,0,25,545,1936
2,5729,3,129,0,1,129,0,44,0,0,133,0,0,0,0,0,0,10,6,6,2,0,33,129,0,0,0,8,29,0,1,133,9,0,1,1,0,10,13,3,2,1,0,24,545,1936
0,8359,1,0,0,0,0,0,64,0,0,300,0,0,0,0,0,0,16,10,7,0,0,36,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,15,8,7,1,0,54,545,2959
1,8359,2,6,0,0,0,0,40,0,0,157,0,0,0,0,0,0,8,2,2,0,0,30,6,0,0,6,4,41,1,0,157,6,1,0,0,0,6,13,5,5,0,0,32,545,2959
0,6128,1,0,0,0,0,0,49,0,0,300,0,0,0,0,0,0,8,3,1,2,0,45,0,0,0,0,0,41,0,0,300,0,0,0,0,0,0,12,11,6,0,0,27,778,1657
1,6128,2,0,0,1,0,2,39,0,0,261,2,0,0,0,0,2,12,2,1,2,0,36,0,0,0,38,3,46,0,0,261,5,0,1,0,0,9,3,8,3,1,0,30,778,1657
2,6128,3,0,0,0,0,0,39,0,0,300,0,0,0,0,0,0,13,2,1,1,0,37,0,0,0,0,0,40,0,0,300,0,0,0,0,0,0,5,3,1,0,0,22,778,1657
0,6556,1,0,0,0,0,0,35,0,0,299,0,0,0,0,0,0,13,7,5,0,0,27,0,0,0,0,0,32,0,0,299,0,0,0,0,0,0,7,7,5,0,0,25,1052,1936
1,6556,2,0,0,0,0,0,55,0,0,300,0,0,0,0,0,0,23,8,6,0,0,47,0,0,0,0,0,78,0,0,300,0,0,0,0,0,0,21,10,7,0,0,68,1052,1936
2,6556,3,124,0,0,0,0,23,0,0,128,0,0,0,0,0,0,5,4,2,0,0,19,124,0,0,124,40,42,1,1,128,54,1,0,1,0,55,19,3,3,0,0,38,1052,1936
3,6934,1,0,0,0,0,0,48,0,0,302,0,0,0,0,0,0,10,10,6,0,0,36,0,0,0,0,0,89,0,0,302,0,0,0,0,0,0,20,5,4,0,0,83,1052,1936
4,6934,2,0,0,0,0,0,52,0,0,299,0,0,0,0,0,0,19,10,6,0,0,36,0,0,0,0,0,104,0,0,299,0,0,0,0,0,0,29,16,11,0,0,87,1052,1936
5,6934,3,0,0,0,0,0,63,0,0,244,0,0,0,0,0,0,36,1,1,1,0,61,0,0,0,45,14,181,0,0,244,23,1,0,0,0,23,72,24,21,0,0,156,1052,1936
0,5371,1,0,0,0,0,0,75,0,0,300,0,0,0,0,0,0,19,8,7,0,0,66,0,0,0,0,0,49,0,0,300,0,0,0,0,0,0,16,4,4,0,0,40,1936,1050
1,5371,2,0,0,0,0,0,80,0,0,301,0,0,0,0,0,0,21,14,11,0,0,64,0,0,0,0,0,65,0,0,301,0,0,0,0,0,0,12,8,3,1,0,48,1936,1050
2,5371,3,89,3,0,89,3,35,0,0,141,6,0,0,0,0,8,8,6,6,0,1,27,89,0,0,0,0,21,0,0,141,1,0,0,0,0,1,1,3,3,2,0,9,1936,1050
0,10699,1,0,0,0,0,0,55,0,0,300,0,0,0,0,0,0,12,15,14,0,0,28,0,0,0,0,0,50,0,0,300,0,0,0,0,0,0,9,5,4,1,0,40,1936,1494
1,10699,2,0,1,0,51,3,59,1,0,246,3,0,0,0,0,3,15,18,16,0,0,37,0,0,1,0,0,57,0,0,246,0,0,0,0,0,0,13,3,2,0,0,53,1936,1494
2,10699,3,0,0,0,3,0,11,1,0,20,0,1,0,0,0,0,4,2,1,0,0,9,0,0,0,0,0,17,0,0,20,0,0,0,0,0,0,3,0,0,0,0,17,1936,1494
0,7510,1,5,0,1,0,0,84,0,0,297,0,0,0,0,0,0,30,14,10,0,0,70,5,0,0,5,0,65,0,0,297,0,0,1,0,0,0,13,3,3,3,0,59,1936,2238
1,7510,2,0,0,0,0,0,126,0,0,301,0,0,0,0,0,0,60,5,3,0,0,118,0,0,0,0,0,92,0,0,301,0,0,0,0,0,0,29,4,4,1,0,88,1936,2238
2,7510,3,3,0,1,0,0,84,0,0,296,0,0,0,0,0,0,44,6,4,0,0,76,3,0,0,3,0,81,0,0,296,0,0,1,0,0,0,23,5,4,2,0,73,1936,2238
3,7510,4,0,0,0,14,1,195,0,0,283,1,0,1,0,0,1,109,30,24,1,0,165,0,0,1,0,0,54,0,0,283,0,0,0,0,0,0,22,6,5,5,0,47,1936,2238
0,8845,1,0,0,0,0,0,108,0,0,300,0,0,0,0,0,0,30,20,15,0,0,75,0,0,0,0,0,47,0,0,300,0,0,0,0,0,0,13,2,2,0,0,34,1936,2959
1,8845,2,0,0,0,0,0,164,0,0,300,0,0,0,0,0,0,53,25,25,0,0,127,0,0,0,0,0,48,0,0,300,0,0,0,0,0,0,14,5,4,1,0,41,1936,2959
2,8845,3,0,0,0,0,0,139,0,0,287,0,0,0,0,0,0,53,19,13,0,0,111,0,0,0,0,0,59,0,0,287,0,0,0,0,0,0,25,5,3,1,0,51,1936,2959
3,8845,4,0,0,0,0,0,191,0,0,286,0,0,0,0,0,0,89,48,45,1,0,135,0,0,0,0,0,71,0,0,286,0,0,0,0,0,0,27,6,5,0,0,63,1936,2959
4,8845,5,0,0,0,0,0,142,0,0,300,0,0,0,0,0,0,49,21,19,0,0,105,0,0,0,0,0,58,0,0,300,0,0,0,0,0,0,20,5,2,0,0,48,1936,2959
0,6774,1,11,0,0,11,6,40,0,0,288,6,0,1,0,0,6,10,4,4,2,0,30,11,0,1,0,0,71,0,0,288,0,0,0,0,0,0,15,4,2,2,0,57,2959,2119
1,6774,2,0,0,0,0,0,67,0,0,300,0,0,0,0,0,0,21,4,2,0,0,59,0,0,0,0,0,65,0,0,300,0,0,0,0,0,0,18,6,4,0,0,57,2959,2119
2,6774,3,19,0,0,19,2,41,0,0,280,6,0,1,0,0,6,16,2,2,1,0,36,19,0,1,0,0,66,0,0,280,0,0,0,0,0,0,18,4,3,0,0,59,2959,2119
0,6218,1,0,2,0,251,7,14,0,3,49,12,0,1,3,0,15,6,1,0,1,0,13,0,0,1,0,2,10,0,2,49,3,0,0,1,0,5,3,2,0,0,0,8,648,2821
1,6218,2,0,0,0,72,4,77,0,0,175,6,0,2,0,0,6,34,6,5,5,0,71,0,0,2,0,1,52,0,0,175,2,0,0,0,0,2,9,5,2,1,0,45,648,2821
2,6218,3,0,0,0,4,0,167,0,0,255,0,0,0,0,0,0,81,7,4,3,0,160,0,0,0,0,0,87,0,0,255,0,0,0,0,0,0,28,12,7,2,0,72,648,2821
0,10932,1,0,0,0,0,0,22,0,0,125,0,0,0,0,0,0,2,7,3,1,0,15,0,0,0,31,8,41,1,0,125,12,1,0,0,0,12,11,9,7,0,0,28,2821,1340
0,9456,1,0,0,0,9,2,26,1,0,123,4,1,0,0,0,4,14,2,2,0,0,24,0,0,0,0,0,19,0,0,123,0,0,0,0,0,0,2,1,0,2,0,18,1050,1486
0,11347,1,0,0,0,0,0,31,0,0,293,0,0,0,0,0,0,9,4,3,0,0,18,0,0,0,0,0,42,0,0,293,0,0,0,0,0,0,12,8,4,1,0,31,1050,2119
1,11347,2,16,0,1,0,0,29,0,0,265,0,0,0,0,0,0,11,1,0,2,0,27,16,0,0,16,0,35,0,0,265,0,0,1,0,0,0,14,6,4,4,0,29,1050,2119
2,11347,3,8,0,1,0,0,51,0,0,289,0,0,0,0,0,0,23,6,4,0,0,41,8,0,0,8,0,70,0,0,289,0,0,1,0,0,0,23,8,5,6,0,58,1050,2119
0,6939,1,19,0,0,0,0,52,0,0,282,0,0,0,0,0,0,9,11,9,0,0,28,19,1,0,0,0,40,0,0,282,0,0,0,0,0,0,8,6,5,0,0,31,1050,2238
1,6939,2,0,0,0,0,0,45,0,0,189,0,0,0,0,0,0,15,11,11,0,0,29,0,1,0,0,0,30,0,0,189,0,0,0,0,0,0,4,5,4,1,1,25,1050,2238
0,6548,1,31,0,1,0,0,40,0,0,270,0,0,0,0,0,0,9,9,6,1,0,21,31,0,0,31,1,51,0,0,270,1,0,1,0,0,1,11,7,5,1,0,30,1050,2729
1,6548,2,0,0,0,84,9,42,0,0,212,9,0,1,0,0,9,12,15,13,1,0,24,0,0,1,0,0,40,0,0,212,0,0,0,0,0,0,10,8,5,2,0,24,1050,2729
2,6548,3,2,0,1,0,0,77,0,0,290,0,0,0,0,0,0,34,12,12,0,0,47,2,0,0,2,0,68,0,0,290,0,0,1,0,0,0,18,3,1,1,0,57,1050,2729
3,6548,4,0,0,0,0,0,64,0,0,299,0,0,0,0,0,0,26,7,6,0,0,45,0,0,0,0,0,61,0,0,299,0,0,0,0,0,0,24,9,2,2,0,50,1050,2729
4,6548,5,0,0,0,17,0,63,0,0,254,1,0,1,0,0,1,24,12,10,1,0,43,0,0,1,0,0,55,0,0,254,0,0,0,0,0,0,15,8,4,2,0,43,1050,2729
0,7016,1,0,0,0,0,0,58,0,0,300,0,0,0,0,0,0,11,6,4,3,0,52,0,0,0,0,0,94,0,0,300,0,0,0,0,0,0,28,12,8,0,0,71,1486,1711
1,7016,2,0,1,0,121,1,4,0,0,21,2,0,1,0,0,2,1,1,1,1,1,3,0,0,0,0,0,4,0,0,21,0,0,0,0,0,0,1,1,1,0,0,3,1486,1711
0,7362,1,0,0,0,0,0,69,0,0,301,0,0,0,0,0,0,15,6,5,0,0,63,0,0,0,0,0,61,0,0,301,0,0,0,0,0,0,16,17,10,0,0,35,2119,1711
1,7362,2,160,1,1,160,0,16,0,0,86,0,0,1,0,0,0,2,4,4,1,0,11,160,0,0,53,3,19,0,3,86,3,0,0,3,1,6,5,7,4,0,0,12,2119,1711
2,7362,3,38,0,0,38,0,32,0,0,226,0,0,1,0,0,0,8,2,2,3,0,30,38,0,1,0,0,30,0,0,226,0,0,0,0,0,0,7,9,5,3,0,17,2119,1711
0,8691,1,0,0,0,0,0,39,1,0,300,0,0,0,0,0,0,11,6,5,0,0,24,0,0,1,0,0,26,0,0,300,0,0,0,0,0,0,4,5,4,0,0,15,2238,1494
1,8691,2,0,0,0,23,3,31,1,1,265,5,0,2,1,0,6,11,3,1,3,0,20,0,0,3,0,0,34,0,0,265,0,0,0,0,0,0,12,1,0,0,0,31,2238,1494
2,8691,3,0,0,0,0,0,42,0,0,300,0,0,0,0,0,0,13,4,4,1,0,25,0,0,0,0,0,32,0,0,300,0,0,0,0,0,0,2,3,1,0,0,23,2238,1494
3,8691,4,0,0,0,11,0,35,0,0,278,0,0,1,0,0,0,5,6,5,4,0,18,0,0,1,0,0,26,0,0,278,0,0,0,0,0,0,1,7,6,0,0,18,2238,1494
4,8691,5,0,0,0,0,0,59,0,0,300,0,0,0,0,0,0,21,8,6,2,0,43,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,16,5,3,0,0,40,2238,1494
0,7441,1,0,0,0,0,0,56,0,0,300,0,0,0,0,0,0,3,8,5,0,0,33,0,0,0,0,0,54,0,0,300,0,0,0,0,0,0,9,16,12,0,0,32,2729,1711
1,7441,2,0,0,0,0,0,71,0,0,300,0,0,0,0,0,0,20,5,4,0,0,59,0,0,0,0,0,91,0,0,300,0,0,0,0,0,0,19,23,15,0,0,60,2729,1711
2,7441,3,0,0,1,0,0,62,0,0,261,0,0,0,0,0,0,6,5,3,0,0,49,0,0,0,39,1,72,0,0,261,2,0,1,0,0,2,17,12,8,1,0,53,2729,1711
0,8998,1,20,0,1,12,0,6,0,0,58,1,0,0,0,0,1,1,0,0,0,0,4,20,1,0,222,0,5,0,0,58,0,0,1,0,0,0,0,0,0,1,0,4,1340,2466
1,8998,2,0,0,1,0,1,4,0,0,32,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,264,8,5,0,0,32,9,0,1,0,0,9,0,1,1,2,0,4,1340,2466
2,8998,3,0,0,0,0,2,5,0,0,22,3,0,0,0,0,3,0,3,3,0,0,2,0,1,0,76,1,5,0,0,22,1,0,1,0,0,1,3,1,1,1,1,4,1340,2466
0,7090,1,121,0,2,0,4,61,0,0,169,9,0,0,0,0,9,10,13,11,1,0,43,121,0,0,121,0,37,0,0,169,4,0,2,0,0,4,14,3,3,2,0,34,1340,2905
1,7090,2,21,0,1,0,1,133,0,0,274,1,0,0,0,0,1,45,22,16,2,0,106,21,0,0,21,0,78,0,1,274,0,0,0,1,1,1,24,15,12,0,0,63,1340,2905
2,7090,3,28,0,1,0,0,118,0,0,257,0,0,0,0,0,0,36,10,7,3,0,103,28,0,0,28,0,102,0,0,257,1,0,1,0,0,1,42,10,10,1,0,92,1340,2905
0,9731,1,93,0,3,8,9,21,1,0,80,16,1,0,0,0,16,5,2,2,1,0,18,93,0,0,93,16,37,1,0,80,24,0,2,0,0,24,17,4,3,3,0,33,1340,3345
0,9136,1,6,0,1,11,2,67,0,1,278,3,0,0,1,0,4,22,6,4,0,0,58,6,0,0,6,0,48,0,0,278,0,0,1,0,0,0,21,9,4,4,0,36,1340,3429
1,9136,2,59,0,3,27,1,51,0,0,214,1,0,1,0,0,1,13,7,7,1,0,43,59,0,1,59,0,38,0,0,214,0,0,3,0,0,0,20,6,4,4,0,28,1340,3429
2,9136,3,19,0,0,3,0,45,0,0,259,0,0,0,0,1,0,14,6,6,4,0,39,19,0,1,9,6,44,0,0,259,7,0,1,0,0,7,19,13,7,3,0,29,1340,3429
0,9223,1,0,0,0,67,5,38,0,0,217,5,0,1,0,0,5,5,24,21,1,0,13,0,0,1,0,1,11,0,0,217,2,0,0,0,0,2,1,3,1,0,0,7,2466,3188
1,9223,2,8,0,0,170,3,13,0,0,106,8,0,0,0,1,8,4,5,5,0,0,8,8,0,1,8,0,15,0,0,106,0,0,1,0,0,0,2,4,1,1,0,10,2466,3188
2,9223,3,2,0,0,70,0,16,0,0,196,2,0,1,0,0,2,4,5,5,3,0,10,2,1,1,0,0,8,0,0,196,0,0,0,0,0,0,0,3,3,1,0,5,2466,3188
3,9223,4,0,1,0,117,4,5,0,0,38,5,0,1,0,0,5,3,0,0,2,1,5,0,0,0,0,0,8,0,0,38,0,0,0,0,0,0,2,1,0,0,0,6,2466,3188
0,7802,1,28,0,1,32,1,8,0,0,166,1,0,1,0,0,1,2,3,3,4,0,4,28,0,1,28,0,12,0,0,166,0,0,1,0,0,0,0,6,4,7,0,5,2466,3269
1,7802,2,0,0,0,55,1,6,0,0,189,1,0,1,0,0,1,1,1,1,3,0,4,0,0,1,0,0,11,0,0,189,0,0,0,0,0,0,3,2,0,2,0,7,2466,3269
2,7802,3,0,0,0,89,0,4,0,0,152,0,0,2,0,0,0,2,2,2,2,0,2,0,0,2,0,0,20,0,0,152,0,0,0,0,0,0,2,7,3,3,0,13,2466,3269
0,11855,1,8,1,0,60,46,18,0,0,53,51,1,0,0,1,51,7,2,1,0,0,16,8,0,0,8,0,13,0,0,53,0,0,1,0,0,0,3,3,0,2,0,9,3345,2758
0,9861,1,13,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,1,0,1,13,1,0,13,0,5,0,0,32,0,0,0,0,0,0,1,2,1,0,1,2,3429,3072
0,7703,1,2,0,0,2,0,35,1,0,147,0,1,0,0,0,0,13,2,2,0,0,28,2,0,0,0,0,32,0,0,147,0,0,0,0,0,0,6,5,3,0,0,21,2896,1657
0,6684,1,0,0,1,0,0,87,0,0,285,0,0,0,0,0,0,23,4,3,0,0,55,0,0,0,6,1,114,0,0,285,3,0,1,0,0,3,23,20,16,1,0,90,2896,1711
1,6684,2,5,0,0,5,0,87,0,0,264,0,1,0,0,0,0,39,4,3,0,0,69,5,0,0,0,0,83,0,0,264,0,0,0,0,0,0,23,28,24,2,0,53,2896,1711
0,7322,1,0,0,0,1,1,14,1,0,84,1,1,0,0,0,1,2,3,2,0,0,7,0,0,0,0,0,20,0,0,84,0,0,0,0,0,0,3,8,5,0,0,9,2896,1984
0,5187,1,0,0,0,0,0,33,0,0,300,0,0,0,0,0,0,5,12,8,1,0,18,0,0,0,0,0,73,0,0,300,0,0,0,0,0,0,10,7,1,0,0,61,1657,1711
1,5187,2,35,0,0,0,0,33,0,0,265,0,0,0,0,0,0,4,7,3,1,0,26,35,0,0,35,0,59,0,0,265,1,0,0,0,0,1,11,5,1,0,0,52,1657,1711
2,5187,3,21,0,1,0,0,32,0,0,279,0,0,0,0,0,0,6,6,5,0,0,26,21,0,0,21,2,51,0,0,279,3,0,1,0,0,3,4,7,2,1,0,40,1657,1711
0,11297,1,14,0,0,0,0,53,0,0,286,0,0,0,0,0,0,14,2,2,0,0,39,14,0,0,14,2,59,0,0,286,3,0,0,0,0,3,24,8,6,0,0,49,1657,3424
1,11297,2,13,0,1,0,0,44,0,0,287,0,0,0,0,0,0,5,5,5,0,0,31,13,0,0,13,0,75,0,0,287,0,0,1,0,0,0,36,5,4,1,0,69,1657,3424
2,11297,3,0,0,1,17,0,42,0,0,283,0,0,0,0,0,0,5,5,2,0,0,32,0,0,0,0,0,79,0,0,283,0,0,1,0,0,0,40,7,6,3,0,70,1657,3424
3,11297,4,0,0,0,0,0,56,0,0,300,0,0,0,0,0,0,7,5,4,0,0,46,0,0,0,0,0,93,0,0,300,0,0,0,0,0,0,42,8,7,0,0,75,1657,3424
4,11297,5,46,0,2,0,0,47,0,0,254,0,0,0,0,0,0,7,4,2,0,0,41,46,0,0,46,0,55,0,0,254,0,0,2,0,0,0,28,6,4,2,0,42,1657,3424
0,10516,1,0,0,0,0,0,46,0,0,300,0,0,0,0,0,0,12,14,13,0,0,29,0,0,0,0,0,55,0,0,300,0,0,0,0,0,0,13,14,8,1,0,37,1711,2208
1,10516,2,0,0,0,0,0,12,0,0,109,0,0,0,0,0,0,1,6,4,0,0,5,0,0,0,1,1,15,1,0,109,1,1,0,0,0,1,3,7,2,1,0,8,1711,2208
0,8435,1,0,0,0,0,0,59,0,0,297,0,0,0,0,0,0,7,29,13,0,0,23,0,0,0,0,0,16,0,0,297,0,0,0,0,0,0,0,2,0,2,0,13,1711,3188
1,8435,2,0,0,0,18,1,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1711,3188
0,8120,1,204,1,3,204,0,13,0,0,98,0,0,0,0,0,0,0,4,2,0,0,6,204,0,0,0,5,21,1,1,98,9,0,2,0,0,10,9,4,2,2,0,17,3424,2154
1,8120,2,105,1,2,105,3,35,0,0,180,3,0,0,0,1,3,5,8,6,0,0,27,105,0,0,8,0,19,0,0,180,0,0,2,0,1,0,4,0,0,2,0,19,3424,2154
2,8120,3,86,0,2,86,0,27,0,0,214,0,0,0,0,0,0,4,8,5,0,0,19,86,0,0,0,0,8,0,0,214,0,0,2,0,0,0,2,0,0,4,0,8,3424,2154
0,7526,1,14,1,0,140,13,51,0,1,144,23,0,1,1,0,24,15,9,7,3,0,38,14,0,1,14,0,48,0,0,144,1,0,0,0,0,1,12,10,6,0,0,35,2208,3228
1,7526,2,0,0,0,68,12,5,0,0,14,22,1,1,0,0,22,2,1,0,1,0,4,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,2208,3228
0,10794,1,13,1,1,0,0,45,0,0,149,0,0,0,0,0,0,9,11,7,1,0,32,13,0,0,133,8,56,0,3,149,18,0,1,1,0,21,10,16,14,3,0,31,3188,3769
1,10794,2,11,0,3,11,0,17,0,0,91,0,0,1,0,0,0,3,3,3,2,0,14,11,0,1,149,24,29,0,4,91,60,1,4,4,0,76,7,11,9,6,0,14,3188,3769
0,9948,1,1,0,0,0,0,27,0,0,221,0,0,0,0,0,0,8,6,4,2,0,14,1,0,0,0,0,19,0,0,221,0,0,0,0,0,0,1,6,6,0,0,13,3228,3439
1,9948,2,0,0,0,0,0,29,0,0,229,0,0,0,0,0,0,5,6,6,1,0,17,0,0,0,6,0,36,0,0,229,0,0,0,0,0,0,11,12,11,1,0,22,3228,3439
2,9948,3,0,0,0,0,0,6,0,0,92,0,0,0,0,0,0,2,1,1,1,0,3,0,0,0,202,1,8,0,0,92,1,0,0,0,0,1,3,0,0,0,0,7,3228,3439
